customer_id,age,gender,tenure_months,contract_type,payment_method,tech_support,paperless_billing,num_support_tickets,monthly_charges,total_charges,churn
CUST_00937,48,Male,20,Month-to-month,Bank transfer,No,No,1,23.85,442.54,No
CUST_00938,25,Male,10,Two year,Bank transfer,No,No,1,31.68,340.18,No
CUST_00939,56,Male,24,Month-to-month,Credit card,Yes,Yes,1,39.29,1008.49,No
CUST_00940,43,Female,26,Month-to-month,Bank transfer,No,Yes,2,58.19,1571.5,Yes
CUST_00941,51,Female,37,Month-to-month,Mailed check,No,Yes,2,100.35,3650.12,Yes
CUST_00942,71,Female,54,Month-to-month,Mailed check,Yes,No,0,52.9,2921.06,No
CUST_00943,71,Male,21,Month-to-month,Bank transfer,Yes,Yes,1,82.19,1710.08,No
CUST_00944,20,Male,38,One year,Credit card,No,No,1,87.38,3350.48,No
CUST_00945,67,Male,46,Two year,Electronic check,No,Yes,1,75.69,3436.43,No
CUST_00946,29,Female,4,Month-to-month,Bank transfer,No,Yes,2,53.94,222.86,Yes
CUST_00947,18,Female,60,One year,Bank transfer,No,Yes,1,74.82,4504.89,No
CUST_00948,71,Male,57,One year,Electronic check,No,Yes,2,52.52,2919.41,No
CUST_00949,61,Female,45,Two year,Bank transfer,Yes,Yes,1,27.97,1289.06,No
CUST_00950,22,Male,20,Month-to-month,Electronic check,Yes,Yes,1,114.32,2353.7,No
CUST_00951,47,Male,17,Month-to-month,Credit card,Yes,Yes,3,32.08,536.63,No
CUST_00952,47,Female,71,Month-to-month,Mailed check,Yes,Yes,1,26.87,1975.78,No
CUST_00953,74,Male,4,One year,Credit card,No,Yes,0,103.46,404.36,No
CUST_00954,34,Female,14,Two year,Mailed check,No,No,3,48.67,723.86,No
CUST_00955,65,Male,3,Month-to-month,Electronic check,No,Yes,1,81.78,134.41,No
CUST_00956,64,Female,58,Month-to-month,Mailed check,Yes,Yes,1,51.26,3094.02,No
CUST_00957,40,Female,55,Two year,Credit card,No,Yes,2,57.19,3220.22,No
CUST_00958,32,Female,4,Two year,Mailed check,Yes,No,1,44.9,165.37,No
CUST_00959,54,Male,24,Two year,Electronic check,Yes,Yes,2,52.59,1163.56,No
CUST_00960,38,Male,34,One year,Mailed check,Yes,No,2,59.02,2021.08,No
CUST_00961,31,Female,30,Month-to-month,Bank transfer,No,No,0,88.44,2581.0,No
CUST_00962,19,Female,19,One year,Credit card,No,No,1,68.6,1325.64,No
CUST_00963,28,Male,31,One year,Bank transfer,No,Yes,1,109.64,3419.42,Yes
CUST_00964,68,Male,60,Month-to-month,Electronic check,No,No,0,23.98,1391.73,No
CUST_00965,56,Male,60,Month-to-month,Mailed check,No,Yes,0,67.79,4123.45,No
CUST_00966,55,Female,19,One year,Bank transfer,Yes,Yes,2,75.5,1474.78,No
CUST_00967,51,Male,49,Month-to-month,Bank transfer,Yes,No,0,107.42,5312.37,No
CUST_00968,55,Male,63,One year,Mailed check,Yes,Yes,2,24.67,1554.65,No
CUST_00969,67,Female,22,One year,Mailed check,No,No,0,74.48,1567.78,Yes
CUST_00970,51,Male,24,Two year,Credit card,No,Yes,0,101.09,2475.05,No
CUST_00971,35,Male,30,Month-to-month,Bank transfer,Yes,No,0,42.98,1275.88,No
CUST_00972,47,Male,58,Month-to-month,Bank transfer,No,Yes,0,103.25,5919.01,No
CUST_00973,32,Female,31,One year,Electronic check,No,Yes,1,21.81,743.71,Yes
CUST_00974,44,Female,64,Month-to-month,Credit card,Yes,Yes,1,89.58,5838.09,No
CUST_00975,68,Female,19,One year,Electronic check,No,No,3,108.65,2062.29,Yes
CUST_00976,51,Female,48,One year,Bank transfer,No,Yes,1,82.43,4064.6,No
CUST_00977,69,Female,45,Month-to-month,Electronic check,No,Yes,4,61.71,2781.52,No
CUST_00978,74,Female,55,Month-to-month,Bank transfer,Yes,Yes,1,24.26,1315.28,No
CUST_00979,55,Female,55,Month-to-month,Bank transfer,No,No,0,107.41,5876.03,No
CUST_00980,50,Male,18,Month-to-month,Electronic check,Yes,Yes,1,64.68,1246.09,No
CUST_00981,41,Male,63,Two year,Electronic check,No,Yes,1,22.75,1394.24,No
CUST_00982,32,Female,47,Two year,Mailed check,No,Yes,2,85.53,4056.67,No
CUST_00983,47,Male,57,One year,Mailed check,No,Yes,2,65.77,3720.93,No
CUST_00984,72,Male,45,One year,Mailed check,No,Yes,1,31.81,1408.43,No
CUST_00985,59,Female,33,Month-to-month,Bank transfer,No,Yes,3,40.36,1383.39,No
CUST_00986,68,Male,17,Two year,Electronic check,No,No,1,26.13,425.21,No
CUST_00987,34,Male,70,One year,Credit card,Yes,Yes,0,74.56,5198.96,No
CUST_00988,22,Male,4,One year,Bank transfer,No,Yes,1,79.09,373.0,No
CUST_00989,46,Male,20,Two year,Credit card,Yes,Yes,2,68.05,1440.87,No
CUST_00990,21,Male,47,Month-to-month,Electronic check,No,No,1,97.62,4620.37,No
CUST_00991,27,Female,15,Two year,Bank transfer,No,No,1,101.8,1494.26,No
CUST_00992,73,Female,70,Month-to-month,Credit card,No,No,0,78.48,5468.07,No
CUST_00993,34,Female,47,Month-to-month,Credit card,No,Yes,0,21.21,1000.87,No
CUST_00994,27,Male,9,Month-to-month,Mailed check,No,Yes,0,86.05,790.5,No
CUST_00995,34,Female,16,Two year,Mailed check,Yes,Yes,0,59.71,905.97,No
CUST_00996,37,Male,69,Two year,Mailed check,No,Yes,1,73.73,5123.52,No
CUST_00997,41,Male,61,One year,Bank transfer,No,Yes,1,81.66,4985.54,No
CUST_00998,22,Male,10,One year,Electronic check,Yes,No,1,53.27,446.91,No
CUST_00999,51,Male,50,One year,Electronic check,Yes,No,0,107.12,5309.55,No
CUST_01000,23,Female,3,Two year,Mailed check,No,No,1,32.73,72.98,No
